Beginn,Ende,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Joggen – Dauer (ms)
15:30:00.000+01:00,15:45:00.000+01:00,18.848957629721916,,,,,,,,,,,,,,,,777050,,
15:45:00.000+01:00,16:00:00.000+01:00,18.848958571200217,,,,,51.247032165527344,6.796814441680908,51.262474060058594,6.807971477508545,7.216775066511971,12.953817367553711,1.804124355316162,,,,,,,
16:00:00.000+01:00,16:15:00.000+01:00,18.84895856774608,,,,,51.3981819152832,6.948229789733887,51.436038970947266,7.022090435028076,24.902429580688477,24.902429580688477,24.902429580688477,,,,,7050,,
16:15:00.000+01:00,16:30:00.000+01:00,18.84895813024649,,,,,51.419517517089844,7.017978668212891,51.419586181640625,7.020263195037842,,,,,,,,900000,,
16:30:00.000+01:00,16:45:00.000+01:00,18.84895813024649,,,,,51.419525146484375,7.018479824066162,51.41957473754883,7.019424915313721,,,,,,,,900000,,
16:45:00.000+01:00,17:00:00.000+01:00,18.84895813024649,,,,,51.41951370239258,7.019119739532471,51.419578552246094,7.020540237426758,,,,,,,,900000,,
17:00:00.000+01:00,17:15:00.000+01:00,18.84895813024649,,,,,51.41952896118164,7.020540237426758,51.41952896118164,7.020540237426758,,,,,,,,900000,,
17:15:00.000+01:00,17:30:00.000+01:00,18.84895813024649,,,,,51.41949462890625,7.019514083862305,51.41960144042969,7.019791126251221,,,,,,,,900000,,
17:30:00.000+01:00,17:45:00.000+01:00,18.84895813024649,,,,,51.419517517089844,7.019514083862305,51.419517517089844,7.019514083862305,,,,,,,,900000,,
17:45:00.000+01:00,18:00:00.000+01:00,18.84895813024649,,,,,51.41954040527344,7.019266128540039,51.41954040527344,7.019266128540039,,,,,,,,900000,,
