Beginn,Ende,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms)
00:00:00.000+02:00,00:15:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
00:15:00.000+02:00,00:30:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
00:30:00.000+02:00,00:45:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
00:45:00.000+02:00,01:00:00.000+02:00,18.84895832260042,,,,,51.24758529663086,6.817408084869385,51.24758529663086,6.817408084869385,,,,,,,,900000
01:00:00.000+02:00,01:15:00.000+02:00,18.84895832260042,,,,,51.247657775878906,6.817370414733887,51.247657775878906,6.817370414733887,,,,,,,,900000
01:15:00.000+02:00,01:30:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
01:30:00.000+02:00,01:45:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
01:45:00.000+02:00,02:00:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
02:00:00.000+02:00,02:15:00.000+02:00,18.84895832260042,,,,,51.24760818481445,6.817341327667236,51.247642517089844,6.817356109619141,0.5380113124847412,0.5644936561584473,0.5115289688110352,,,,,900000
02:15:00.000+02:00,02:30:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
02:30:00.000+02:00,02:45:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
02:45:00.000+02:00,03:00:00.000+02:00,18.84895832260042,,,,,51.24766540527344,6.817404747009277,51.247737884521484,6.8175249099731445,,,,,,,,900000
03:00:00.000+02:00,03:15:00.000+02:00,18.84895832260042,,,,,51.24764633178711,6.817352771759033,51.2476921081543,6.817497253417969,0.6022128462791443,0.6022128462791443,0.6022128462791443,,,,,900000
03:15:00.000+02:00,03:30:00.000+02:00,18.84895832260042,,,,,51.24763488769531,6.817353248596191,51.24763870239258,6.817433834075928,0.8303212523460388,0.913864254951477,0.7467782497406006,,,,,900000
03:30:00.000+02:00,03:45:00.000+02:00,18.84895832260042,,,,,51.24760437011719,6.817343235015869,51.24766159057617,6.8176589012146,0.6431077122688293,0.6431077122688293,0.6431077122688293,,,,,900000
03:45:00.000+02:00,04:00:00.000+02:00,18.84895832260042,,,,,51.24762725830078,6.817338943481445,51.24762725830078,6.817338943481445,1.8181235194206238,1.9228122234344482,1.7134348154067993,,,,,900000
04:00:00.000+02:00,04:15:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
04:15:00.000+02:00,04:30:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
04:30:00.000+02:00,04:45:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
04:45:00.000+02:00,05:00:00.000+02:00,18.84895832260042,,,,,,,,,,,,,,,,900000
05:00:00.000+02:00,05:15:00.000+02:00,18.84895832260042,,,,,51.24765396118164,6.817366123199463,51.24767303466797,6.817384243011475,1.3957932591438293,1.3983920812606812,1.3931944370269775,,,,,900000
05:15:00.000+02:00,05:30:00.000+02:00,18.84895832260042,,,,,51.24760818481445,6.817352771759033,51.24766159057617,6.817418098449707,0.8360380232334137,0.8362134695053101,0.8358625769615173,,,,,900000
05:30:00.000+02:00,05:45:00.000+02:00,18.84895832260042,,,,,51.24767303466797,6.8174028396606445,51.24767303466797,6.8174028396606445,0.9985472366079381,1.2380359172821045,0.8358625769615173,,,,,900000
05:45:00.000+02:00,06:00:00.000+02:00,18.84895832260042,,,,,51.24763870239258,6.817361831665039,51.247650146484375,6.817379474639893,,,,,,,,900000
06:00:00.000+02:00,06:15:00.000+02:00,18.84895832260042,,,,,51.24767303466797,6.817360877990723,51.2476921081543,6.817361831665039,,,,15,,,,900000
