Beginn,Ende,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Laufen – Dauer (ms)
00:00:00.000+01:00,00:15:00.000+01:00,18.848956817228892,,,,,51.24749755859375,6.81703519821167,51.247806549072266,6.817483901977539,0.8974525380427771,1.8081680536270142,0.500530481338501,,,,,900000,,
00:15:00.000+01:00,00:30:00.000+01:00,18.848956817228892,,,,,51.247406005859375,6.817193031311035,51.248104095458984,6.8174920082092285,1.2041099770932244,1.5298893451690674,0.5420143008232117,,,,,900000,,
00:30:00.000+01:00,00:45:00.000+01:00,18.848956817228892,,,,,51.2473258972168,6.817150592803955,51.24791717529297,6.817661762237549,1.5447414914659947,5.411710262298584,0.5444520711898804,,,,,900000,,
00:45:00.000+01:00,01:00:00.000+01:00,18.848956817228892,,,,,51.24720764160156,6.817172050476074,51.24764633178711,6.817509651184082,0.9899258099431,1.8473808765411377,0.5758959054946899,,,,,900000,,
01:00:00.000+01:00,01:15:00.000+01:00,18.848956817228892,,,,,51.24738693237305,6.8172383308410645,51.24773406982422,6.817636489868164,1.4532874298278724,8.097265243530273,0.5141355991363525,,,,,900000,,
01:15:00.000+01:00,01:30:00.000+01:00,18.848956817228892,,,,,51.24751281738281,6.8171257972717285,51.24775695800781,6.8174896240234375,1.6052120505416065,2.6584486961364746,0.5997119545936584,,,,,900000,,
01:30:00.000+01:00,01:45:00.000+01:00,18.848956817228892,,,,,51.247459411621094,6.817135810852051,51.24772262573242,6.817677974700928,1.3385218180256266,1.8545904159545898,0.7323996424674988,,,,,900000,,
01:45:00.000+01:00,02:00:00.000+01:00,18.848956817228892,,,,,51.247406005859375,6.81723165512085,51.24773025512695,6.817539691925049,1.657245515877859,3.144068956375122,0.6656818985939026,,,,,900000,,
02:00:00.000+01:00,02:15:00.000+01:00,18.848956817228892,,,,,51.24742126464844,6.817157745361328,51.24772262573242,6.81763219833374,2.1163729429244995,2.4279134273529053,1.8048324584960938,,,,,900000,,
02:15:00.000+01:00,02:30:00.000+01:00,18.848956817228892,,,,,51.24736022949219,6.817115306854248,51.24764633178711,6.817543983459473,0.9803189437647788,2.7826569080352783,0.5480211973190308,,,,,900000,,
02:30:00.000+01:00,02:45:00.000+01:00,18.848956817228892,,,,,51.247310638427734,6.817253112792969,51.24808120727539,6.817709922790527,1.0213771604572162,3.212421178817749,0.5769277215003967,,,,,900000,,
02:45:00.000+01:00,03:00:00.000+01:00,18.848956817228892,,,,,51.24738693237305,6.817061901092529,51.24775314331055,6.817511558532715,0.7701695662840876,1.2965553998947144,0.5006155371665955,,,,,900000,,
03:00:00.000+01:00,03:15:00.000+01:00,18.848956817228892,,,,,51.247169494628906,6.817251205444336,51.247825622558594,6.817512035369873,0.6423946409734264,1.0598671436309814,0.5130059719085693,,,,,900000,,
03:15:00.000+01:00,03:30:00.000+01:00,18.848956817228892,,,,,51.24739456176758,6.817267894744873,51.24776840209961,6.817592620849609,1.2255521498565782,3.176703691482544,0.5275799632072449,,,,,900000,,
03:30:00.000+01:00,03:45:00.000+01:00,18.848956817228892,,,,,51.247501373291016,6.817164897918701,51.24770736694336,6.8179755210876465,0.978840345826142,1.6314373016357422,0.509425699710846,,,,,900000,,
03:45:00.000+01:00,04:00:00.000+01:00,18.848956817228892,,,,,51.24736785888672,6.816804885864258,51.24916076660156,6.817909240722656,0.9157389567196766,1.316886305809021,0.5600596070289612,,,,,900000,,
04:00:00.000+01:00,04:15:00.000+01:00,18.848956817228892,,,,,51.24706268310547,6.81611442565918,51.24843978881836,6.81773042678833,0.9212856663856467,1.9571332931518555,0.6018264293670654,,,,,900000,,
04:15:00.000+01:00,04:30:00.000+01:00,18.848956817228892,,,,,51.247310638427734,6.817217826843262,51.247737884521484,6.8178277015686035,2.6517253008892854,5.234608173370361,0.7772473692893982,,,,,900000,,
04:30:00.000+01:00,04:45:00.000+01:00,18.848956817228892,,,,,51.24733352661133,6.81717586517334,51.24797058105469,6.817734241485596,0.9461882464315984,2.488670587539673,0.5069750547409058,,,,,900000,,
04:45:00.000+01:00,05:00:00.000+01:00,18.848956817228892,,,,,51.24749755859375,6.816976070404053,51.24781036376953,6.817530155181885,1.1950321810072158,1.9557316303253174,0.6106789112091064,,,,,900000,,
05:00:00.000+01:00,05:15:00.000+01:00,18.848956817228892,,,,,51.247352600097656,6.8169965744018555,51.24774169921875,6.817889213562012,0.9808935886475306,1.3279355764389038,0.5319896936416626,,,,,900000,,
05:15:00.000+01:00,05:30:00.000+01:00,18.848956817228892,,,,,51.24748611450195,6.8171257972717285,51.24778747558594,6.817530155181885,0.8233537229979612,1.0919394493103027,0.529095470905304,,,,,900000,,
05:30:00.000+01:00,05:45:00.000+01:00,18.848956817228892,,,,,51.247318267822266,6.817022323608398,51.24777603149414,6.817525863647461,1.2229897800771161,2.226522445678711,0.5600797533988953,,,,,900000,,
05:45:00.000+01:00,06:00:00.000+01:00,18.848956817228892,,,,,51.24737548828125,6.817206382751465,51.24773406982422,6.817704200744629,0.6625946248631296,0.8224579095840454,0.5494734048843384,,,,,900000,,
