Beginn,Ende,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Radfahren – Dauer (ms),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Laufen – Dauer (ms)
00:00:00.000+01:00,00:15:00.000+01:00,18.848957590284098,,,,,51.247108459472656,6.816977024078369,51.24800491333008,6.817856788635254,0.6936649944199069,0.7863391041755676,0.5954645872116089,,,,,,900000,,
00:15:00.000+01:00,00:30:00.000+01:00,18.848957590284098,,,,,51.2473258972168,6.817022323608398,51.24773025512695,6.817459583282471,1.05624947115931,2.094162702560425,0.6234245300292969,,,,,,900000,,
00:30:00.000+01:00,00:45:00.000+01:00,18.848957590284098,,,,,51.24734115600586,6.817168235778809,51.247684478759766,6.817812919616699,1.7150014149367485,5.909952640533447,0.6055932641029358,,,,,,900000,,
00:45:00.000+01:00,01:00:00.000+01:00,18.848957590284098,,,,,51.247249603271484,6.817053318023682,51.24786376953125,6.817473888397217,0.7104957450909368,1.1413326263427734,0.5520645976066589,,,,,,900000,,
01:00:00.000+01:00,01:15:00.000+01:00,18.848957590284098,,,,,51.2474365234375,6.8172149658203125,51.24773025512695,6.81763219833374,1.2658121061191907,2.1191153526306152,0.5041861534118652,,,,,,900000,,
01:15:00.000+01:00,01:30:00.000+01:00,18.848957590284098,,,,,51.247562408447266,6.8168416023254395,51.24782180786133,6.817566871643066,1.7235547976722738,5.040310382843018,0.5067762732505798,,,,,,900000,,
01:30:00.000+01:00,01:45:00.000+01:00,18.848957590284098,,,,,51.24740219116211,6.817023277282715,51.24773025512695,6.8178815841674805,1.6453564535522094,4.992142677307129,0.5277494788169861,,,,,,900000,,
01:45:00.000+01:00,02:00:00.000+01:00,18.848957590284098,,,,,51.24698257446289,6.816917896270752,51.248512268066406,6.8182597160339355,0.7088673476499455,1.278680682182312,0.5020021200180054,,,,,,900000,,
02:00:00.000+01:00,02:15:00.000+01:00,18.848957590284098,,,,,51.24723434448242,6.817193031311035,51.247684478759766,6.817761421203613,0.9086725610254373,3.418410539627075,0.5095824003219604,,,,,,900000,,
02:15:00.000+01:00,02:30:00.000+01:00,18.848957590284098,,,,,51.24736785888672,6.817173480987549,51.24773025512695,6.8175787925720215,3.631239765786161,4.103168964385986,0.6940767765045166,,,,,,900000,,
02:30:00.000+01:00,02:45:00.000+01:00,18.848957590284098,,,,,51.24738311767578,6.817164897918701,51.24772262573242,6.817544937133789,1.0466220252957834,2.694859027862549,0.515238881111145,,,,,,900000,,
02:45:00.000+01:00,03:00:00.000+01:00,18.848957590284098,,,,,51.24737548828125,6.817226409912109,51.247764587402344,6.817604064941406,1.4074363128678022,10.403167724609375,0.5698936581611633,,,,,,900000,,
03:00:00.000+01:00,03:15:00.000+01:00,18.848957590284098,,,,,51.24739456176758,6.8172383308410645,51.24773406982422,6.8175201416015625,1.209334223319427,2.549489736557007,0.5219467282295227,,,,,,900000,,
03:15:00.000+01:00,03:30:00.000+01:00,18.848957590284098,,,,,51.2474250793457,6.817237854003906,51.24782180786133,6.8175530433654785,1.1155836781247157,2.461040496826172,0.5694888830184937,,,,,,900000,,
03:30:00.000+01:00,03:45:00.000+01:00,18.848957590284098,,,,,51.24745178222656,6.817277908325195,51.24796676635742,6.817584037780762,4.819848512149514,28.590106964111328,0.5620970129966736,,,,,,900000,,
03:45:00.000+01:00,04:00:00.000+01:00,18.848957590284098,,,,,51.24757766723633,6.817101001739502,51.247833251953125,6.817712783813477,1.7129723870015685,3.794407606124878,0.5450066328048706,,,,,,900000,,
04:00:00.000+01:00,04:15:00.000+01:00,18.848957590284098,,,,,51.24748229980469,6.8165388107299805,51.2479248046875,6.817886829376221,2.865456633889857,6.796872615814209,0.6322545409202576,,,,,,900000,,
04:15:00.000+01:00,04:30:00.000+01:00,18.848957590284098,,,,,51.2471809387207,6.817046165466309,51.247772216796875,6.817700386047363,1.3495587119255987,3.609466552734375,0.528701663017273,,,,,,900000,,
04:30:00.000+01:00,04:45:00.000+01:00,18.848957590284098,,,,,51.24751663208008,6.817189693450928,51.24784851074219,6.817689418792725,3.244540891315485,23.01349639892578,0.5501309037208557,,,,,,900000,,
04:45:00.000+01:00,05:00:00.000+01:00,18.848957590284098,,,,,51.247493743896484,6.816961288452148,51.247833251953125,6.817367076873779,1.3477300271677652,5.046329498291016,0.5617104768753052,,,,,,900000,,
05:00:00.000+01:00,05:15:00.000+01:00,18.848957590284098,,,,,51.24729919433594,6.817231178283691,51.247928619384766,6.817811965942383,2.550988329527136,4.332745552062988,1.4111971855163574,,,,,,900000,,
05:15:00.000+01:00,05:30:00.000+01:00,18.848957590284098,,,,,51.247318267822266,6.817028522491455,51.24783706665039,6.817589282989502,0.9553994891935872,1.704199194908142,0.5055723190307617,,,,,,900000,,
05:30:00.000+01:00,05:45:00.000+01:00,18.848957590284098,,,,,51.24747848510742,6.8171491622924805,51.24789047241211,6.81764030456543,1.2536172833770458,2.056131362915039,0.5821132659912109,,,,,,900000,,
05:45:00.000+01:00,06:00:00.000+01:00,18.848957590284098,,,,,51.2474479675293,6.817290782928467,51.24764633178711,6.817671775817871,0.8515195470922202,1.7040377855300903,0.5228689312934875,,,,,,900000,,
06:00:00.000+01:00,06:15:00.000+01:00,18.848957590284098,,,,,51.247314453125,6.81704044342041,51.247711181640625,6.817656993865967,0.8260593739422885,1.5705434083938599,0.561139702796936,,,,,,900000,,
