Beginn,Ende,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms),Gehen – Dauer (ms)
00:00:00.000+01:00,00:15:00.000+01:00,18.84895782556874,,,,,51.24628448486328,6.8168792724609375,51.247894287109375,6.817870616912842,1.408833948660118,7.046492099761963,0.6337425708770752,,,,,900000,
00:15:00.000+01:00,00:30:00.000+01:00,18.84895782556874,,,,,51.24674987792969,6.816708564758301,51.24819564819336,6.818023681640625,1.9586054769140373,20.614524841308594,0.5022251605987549,,,,,900000,
00:30:00.000+01:00,00:45:00.000+01:00,18.84895782556874,,,,,51.24565505981445,6.815483093261719,51.248775482177734,6.818770408630371,1.0435199483104578,1.844701886177063,0.5050312280654907,,,,,900000,
00:45:00.000+01:00,01:00:00.000+01:00,18.84895782556874,,,,,51.246849060058594,6.816463470458984,51.247947692871094,6.818458557128906,1.190804244973712,1.9083410501480103,0.5025573968887329,,,,,900000,
01:00:00.000+01:00,01:15:00.000+01:00,18.84895782556874,,,,,51.246829986572266,6.817045211791992,51.24814224243164,6.81815242767334,1.3759915302690098,2.7267508506774902,0.531250536441803,,,,,900000,
01:15:00.000+01:00,01:30:00.000+01:00,18.84895782556874,,,,,51.246185302734375,6.816126823425293,51.24869918823242,6.818427562713623,1.216559783677343,1.8632380962371826,0.5649394392967224,,,,,900000,
01:30:00.000+01:00,01:45:00.000+01:00,18.84895782556874,,,,,51.247352600097656,6.816061019897461,51.24876022338867,6.819025993347168,0.9388475782932715,2.0356595516204834,0.5133011937141418,,,,,900000,
01:45:00.000+01:00,02:00:00.000+01:00,18.84895782556874,,,,,51.247032165527344,6.815115451812744,51.248416900634766,6.819448471069336,0.6616219432997501,0.9064387083053589,0.5008291602134705,,,,,900000,
02:00:00.000+01:00,02:15:00.000+01:00,18.84895782556874,,,,,51.2474479675293,6.814906120300293,51.24809646606445,6.8183512687683105,0.6732583073312726,0.7200151085853577,0.5747449994087219,,,,,900000,
02:15:00.000+01:00,02:30:00.000+01:00,18.84895782556874,,,,,51.24740982055664,6.816211223602295,51.24800109863281,6.8178863525390625,0.77466258848951,1.22146737575531,0.5058168768882751,,,,,900000,
02:30:00.000+01:00,02:45:00.000+01:00,18.84895782556874,,,,,51.24709701538086,6.817141532897949,51.24809265136719,6.817578315734863,0.7109032956477466,0.9131706357002258,0.5742166638374329,,,,,900000,
02:45:00.000+01:00,03:00:00.000+01:00,18.84895782556874,,,,,51.24687957763672,6.81711483001709,51.24940872192383,6.818188190460205,1.710813180150329,3.024944543838501,0.6497309803962708,,,,,900000,
03:00:00.000+01:00,03:15:00.000+01:00,18.84895782556874,,,,,51.24713897705078,6.817206382751465,51.248146057128906,6.817468643188477,1.0721995620635907,3.183180332183838,0.5791592597961426,,,,,900000,
03:15:00.000+01:00,03:30:00.000+01:00,18.84895782556874,,,,,51.247093200683594,6.81710958480835,51.249176025390625,6.817588806152344,1.5533208993741963,3.479287624359131,0.6017647385597229,,,,,900000,
03:30:00.000+01:00,03:45:00.000+01:00,18.84895782556874,,,,,51.24671936035156,6.81627082824707,51.24839401245117,6.817866802215576,1.7876126526203104,4.113315582275391,0.5303657054901123,,,,,900000,
03:45:00.000+01:00,04:00:00.000+01:00,18.84895782556874,,,,,51.247440338134766,6.816421985626221,51.24797058105469,6.817832946777344,0.9636123998849092,2.8731563091278076,0.5264150500297546,,,,,900000,
04:00:00.000+01:00,04:15:00.000+01:00,18.84895782556874,,,,,51.24721145629883,6.816056251525879,51.248409271240234,6.818580627441406,1.2042661186320323,2.535169839859009,0.510395884513855,,,,,900000,
04:15:00.000+01:00,04:30:00.000+01:00,18.84895782556874,,,,,51.24726486206055,6.816039562225342,51.24776840209961,6.818068027496338,2.331535557290277,6.603793621063232,0.5194134712219238,,,,,900000,
04:30:00.000+01:00,04:45:00.000+01:00,18.84895782556874,,,,,51.24709701538086,6.81670618057251,51.24809646606445,6.819077491760254,1.4352907378188446,3.3272528648376465,0.522546112537384,,,,,900000,
04:45:00.000+01:00,05:00:00.000+01:00,18.84895782556874,,,,,51.24716567993164,6.816048622131348,51.25059509277344,6.81859016418457,1.4737766096339013,3.6018900871276855,0.5626651644706726,,,,,900000,
05:00:00.000+01:00,05:15:00.000+01:00,18.84895782556874,,,,,51.24662399291992,6.816545009613037,51.24857711791992,6.81765604019165,0.7361333533686315,1.2263928651809692,0.501270592212677,,,,,900000,
05:15:00.000+01:00,05:30:00.000+01:00,18.84895782556874,,,,,51.24687957763672,6.816749095916748,51.24821090698242,6.817687034606934,1.6685057624558668,3.786505937576294,0.5724915862083435,,,,,900000,
05:30:00.000+01:00,05:45:00.000+01:00,18.84895782556874,,,,,51.24747848510742,6.817276954650879,51.24772262573242,6.817532062530518,0.9581381853151113,1.965826153755188,0.5336824655532837,,,,,900000,
05:45:00.000+01:00,06:00:00.000+01:00,18.84895782556874,,,,,51.247074127197266,6.817233085632324,51.247764587402344,6.818159103393555,0.6711142602006895,1.048697590827942,0.5292747616767883,,,,,900000,
06:00:00.000+01:00,06:15:00.000+01:00,18.84895782556874,,,,,51.24635696411133,6.8159050941467285,51.24802017211914,6.821086883544922,1.290184796360099,2.223388910293579,0.5573434829711914,,,,,900000,
06:15:00.000+01:00,06:30:00.000+01:00,18.84895782556874,,,,,51.24718475341797,6.816634178161621,51.24814224243164,6.820471286773682,1.3540244436706568,5.500563621520996,0.5436498522758484,,,,,900000,
06:30:00.000+01:00,06:45:00.000+01:00,18.84895782556874,,,,,51.247344970703125,6.816906452178955,51.24837875366211,6.817777156829834,0.9053351043138759,1.319196105003357,0.537349283695221,,,,,900000,
