Beginn,Ende,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms),Gehen – Dauer (ms)
00:00:00.000+01:00,00:15:00.000+01:00,18.84895795881149,,,,,51.24725341796875,6.81704568862915,51.247989654541016,6.8176445960998535,0.8441861195375746,1.3323534727096558,0.6924459934234619,,,,,900000,
00:15:00.000+01:00,00:30:00.000+01:00,18.84895795881149,,,,,51.247379302978516,6.817151069641113,51.24807357788086,6.817464828491211,0.8409318813298482,1.5934358835220337,0.513267457485199,,,,,900000,
00:30:00.000+01:00,00:45:00.000+01:00,18.84895795881149,,,,,51.24739456176758,6.817099094390869,51.24793243408203,6.81773042678833,1.3575114308552876,3.865138053894043,0.5012660622596741,,,,,900000,
00:45:00.000+01:00,01:00:00.000+01:00,18.84895795881149,,,,,51.247406005859375,6.817168235778809,51.24787521362305,6.817672252655029,1.8533964285286044,7.2382612228393555,0.5895013809204102,,,,,900000,
01:00:00.000+01:00,01:15:00.000+01:00,18.84895795881149,,,,,51.247379302978516,6.816986083984375,51.24787902832031,6.817768096923828,0.6149763464927673,0.7112753987312317,0.518677294254303,,,,,900000,
01:15:00.000+01:00,01:30:00.000+01:00,18.84895795881149,,,,,51.24728775024414,6.81693696975708,51.2478141784668,6.817662239074707,1.253585573542653,5.726438045501709,0.5065336227416992,,,,,900000,
01:30:00.000+01:00,01:45:00.000+01:00,18.84895795881149,,,,,51.2474365234375,6.817150592803955,51.24784469604492,6.817892551422119,1.5881570633745383,4.236441612243652,0.5488026738166809,,,,,900000,
01:45:00.000+01:00,02:00:00.000+01:00,18.84895795881149,,,,,51.24740982055664,6.816901206970215,51.24785232543945,6.817590236663818,3.1615838227491935,13.408464431762695,0.537299394607544,,,,,900000,
02:00:00.000+01:00,02:15:00.000+01:00,18.84895795881149,,,,,51.247310638427734,6.817004203796387,51.24791717529297,6.8174238204956055,0.9616639900337834,1.6532537937164307,0.5587791204452515,,,,,900000,
02:15:00.000+01:00,02:30:00.000+01:00,18.84895795881149,,,,,51.247440338134766,6.817061901092529,51.247798919677734,6.8174591064453125,1.4809125205806735,3.3629796504974365,0.7951388955116272,,,,,900000,
02:30:00.000+01:00,02:45:00.000+01:00,18.84895795881149,,,,,51.24739456176758,6.817069053649902,51.24795913696289,6.817463397979736,0.7378834187984467,0.7978317737579346,0.6779350638389587,,,,,900000,
02:45:00.000+01:00,03:00:00.000+01:00,18.84895795881149,,,,,51.247337341308594,6.816766262054443,51.24795913696289,6.817737579345703,0.928718828335294,2.9015238285064697,0.5214759707450867,,,,,900000,
03:00:00.000+01:00,03:15:00.000+01:00,18.84895795881149,,,,,51.24733352661133,6.817147254943848,51.24789810180664,6.817424774169922,0.9711666423576225,1.833091139793396,0.5377352833747864,,,,,900000,
03:15:00.000+01:00,03:30:00.000+01:00,18.84895795881149,,,,,51.24745559692383,6.817217826843262,51.24803161621094,6.817636489868164,0.879384825413725,2.1229970455169678,0.5081961154937744,,,,,900000,
03:30:00.000+01:00,03:45:00.000+01:00,18.84895795881149,,,,,51.24744415283203,6.8170647621154785,51.24821090698242,6.817607879638672,0.8355515857814377,1.588889479637146,0.5756139159202576,,,,,900000,
03:45:00.000+01:00,04:00:00.000+01:00,18.84895795881149,,,,,51.24724578857422,6.817234516143799,51.24848937988281,6.817588806152344,1.126906047908579,1.7387163639068604,0.5392141938209534,,,,,900000,
04:00:00.000+01:00,04:15:00.000+01:00,18.84895795881149,,,,,51.24715805053711,6.817091941833496,51.24824142456055,6.817621231079102,1.7040413950649618,3.348266839981079,0.705574095249176,,,,,900000,
04:15:00.000+01:00,04:30:00.000+01:00,18.84895795881149,,,,,51.247127532958984,6.815065860748291,51.248531341552734,6.818112373352051,1.4856600231600343,4.5580644607543945,0.5877213478088379,12,,,,900000,
04:30:00.000+01:00,04:45:00.000+01:00,18.84895795881149,,,,,51.247337341308594,6.817112445831299,51.24761199951172,6.817632675170898,2.823794995744038,3.513728380203247,0.8552904725074768,4,,,,900000,
04:45:00.000+01:00,05:00:00.000+01:00,18.84895795881149,,,,,51.24678039550781,6.816285610198975,51.2480583190918,6.818270206451416,1.1350142630812763,1.8441108465194702,0.5093137621879578,54,,,,900000,
05:00:00.000+01:00,05:15:00.000+01:00,18.84895795881149,,,,,51.247432708740234,6.816815376281738,51.24781799316406,6.818802356719971,0.9278480464625223,1.9588048458099365,0.5309216380119324,,,,,900000,
05:15:00.000+01:00,05:30:00.000+01:00,18.848957923248268,,,,,51.24626541137695,6.812774181365967,51.24790573120117,6.817959308624268,1.22871267744565,9.641219139099121,0.6309899091720581,32,,,,708085,
05:30:00.000+01:00,05:45:00.000+01:00,20.308928121759358,13.82144385244179,,,,51.24557876586914,6.767452716827393,51.2896728515625,6.81130313873291,13.89162712829763,33.50096130371094,0.5072383284568787,133,,,,127288,21227
05:45:00.000+01:00,06:00:00.000+01:00,28.67643593401459,89.2350975904293,,,,51.279136657714844,6.764213562011719,51.27956008911133,6.765988349914551,0.6279672682285309,0.6511256694793701,0.6048088669776917,156,,,,757115,142885
